latitude,longitude,PROPERTY TYPE,Furnish Type,BEDROOMS,BATHROOMS,rent
51.5399915,-0.0003816,Apartment,Ask agent,2.0,2.0,2700
51.4942109,0.0655162,Apartment,Furnished,2.0,2.0,2600
51.5188075,-0.0393602,Apartment,Furnished,4.0,2.0,3467
51.5342585,-0.0529884,Flat,Furnished,2.0,1.0,1800
51.53000489999999,0.0365159,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1550
51.5223464,0.1213461,Town House,Unfurnished,4.0,2.0,3300
51.4613028,0.0271965,Apartment,Furnished,2.0,1.0,2300
51.4652589,-0.0120488,Flat,Furnished,1.0,1.0,1861
51.5096265,-0.0548734,Apartment,Furnished,3.0,1.0,2500
51.4834484,0.0047237,Flat,Unfurnished,1.0,1.0,1500
51.4986808,-0.0195741,Apartment,Furnished,2.0,2.0,2650
51.4965199,-0.0839248,Flat,Ask agent,2.0,2.0,2817
51.5009327,-0.070061,Flat,Furnished,2.0,1.0,2300
51.4778332,-0.0227776,Flat,Unfurnished,2.0,1.0,1800
51.4917087,-0.0396092,Flat,Furnished,1.0,1.0,1998
51.5213098,-0.075123,Flat,Ask agent,1.0,1.0,2500
51.5015673,-0.0224149,Apartment,Furnished,,1.0,2800
51.5221434,-0.0338987,Flat,Furnished,1.0,1.0,1746
51.5117752,-0.0346911,Flat,Furnished,2.0,2.0,2700
51.5009459,-0.0367337,Flat,Furnished,1.0,1.0,1950
51.4466228,-0.0705909,Flat,Furnished,2.0,1.0,2000
51.5181843,-0.0742444,Apartment,Furnished,,1.0,3080
51.5072059,-0.0277558,Apartment,Furnished,2.0,2.0,4030
51.5127068,-0.0389121,Apartment,Furnished,1.0,1.0,2490
51.4984927,-0.0259075,Flat,Furnished,1.0,1.0,1647
51.4716956,-0.0202713,Flat,Furnished,1.0,,1750
51.5019634,0.0314406,Apartment,Furnished,1.0,1.0,1800
51.433576,0.1124549,Chalet,Unfurnished,5.0,2.0,2800
51.5125925,-0.06833929999999999,Flat,Furnished,,1.0,2383
51.4634494,0.0275273,Flat,Furnished,2.0,2.0,2500
51.5022042,-0.0251399,Apartment,Furnished,2.0,2.0,4000
51.49844969999999,-0.0497115,Apartment,Furnished,1.0,1.0,2400
0.0,0.0,Terraced,Part furnished,4.0,2.0,3750
51.5054564,-0.07535649999999999,Flat Share,Furnished,1.0,1.0,1000
51.4935154,-0.0408841,Semi-Detached,Furnished,2.0,2.0,2750
51.5012625,-0.0172654,Apartment,Furnished,1.0,1.0,2800
51.5251943,-0.0102262,Apartment,Unfurnished,2.0,2.0,2905
51.4991607,-0.0201107,Apartment,Furnished,1.0,1.0,2400
51.4968162,0.0131477,Apartment,Furnished,2.0,2.0,2200
51.498203,-0.0699491,Flat,Ask agent,1.0,1.0,2000
40.760897,-96.65445299999999,Apartment,Furnished,2.0,2.0,2625
51.4061695,0.0119369,Flat,Unfurnished,2.0,1.0,1500
51.4906932,-0.0379271,Apartment,Ask agent,2.0,2.0,2200
51.51286649999999,-0.0054469,Studio,Furnished,,1.0,1750
51.5279869,0.0898345,End of Terrace,Unfurnished,3.0,1.0,2100
51.5140721,-0.0606729,Apartment,Furnished,1.0,1.0,1750
51.4726557,0.140415,Semi-Detached,Part furnished,4.0,2.0,3350
51.5138463,-0.06909259999999999,Apartment,Furnished,1.0,1.0,3000
51.5452349,0.0091338,House Share,Part furnished,1.0,2.0,925
51.50839149999999,0.0156125,Apartment,Furnished,2.0,2.0,2500
51.5380043,-0.0005563,Apartment,Part furnished,1.0,1.0,1600
51.5564831,0.0677666,Apartment,Furnished,2.0,2.0,2050
0.0,0.0,Penthouse,Furnished,3.0,2.0,6150
51.48275049999999,-0.0156584,Apartment,Furnished,2.0,2.0,2400
51.50030839999999,-0.0208881,Apartment,Furnished,2.0,1.0,2750
51.5575797,0.0675428,Apartment,Furnished,2.0,2.0,2100
51.5575797,0.0675428,Apartment,Furnished,2.0,2.0,2050
51.5575797,0.0675428,Apartment,Unfurnished,2.0,2.0,1899
51.5077857,-0.0230645,Flat,Furnished,2.0,2.0,3650
51.4505278,-0.0114072,Flat,Unfurnished,1.0,1.0,1550
51.5118235,-0.0390658,Apartment,Furnished,2.0,2.0,2450
51.5184005,-0.05666599999999999,Flat,Ask agent,2.0,2.0,3200
51.48275049999999,-0.0156584,Apartment,Furnished,1.0,1.0,1950
51.4928733,-0.026606,Apartment,Furnished,3.0,1.0,2990
51.4906974,-0.0182388,Town House,Furnished,6.0,8.0,6110
51.5362316,-0.0009839999999999998,Flat,Furnished,3.0,2.0,2700
51.5251943,-0.0102262,Apartment,Furnished,2.0,2.0,2750
51.5058491,-0.0455932,Apartment,Furnished,2.0,2.0,2448
51.4984464,-0.0414777,Apartment,Furnished,3.0,3.0,4117
51.4986808,-0.0195741,Apartment,Part furnished,3.0,2.0,3640
51.4986808,-0.0195741,Apartment,Part furnished,3.0,2.0,3400
51.5111031,-0.0583125,Apartment,Furnished,2.0,1.0,3170
51.5198492,-0.0410493,Flat,Furnished,2.0,1.0,1950
51.4980346,-0.021323,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1825
51.5257199,-0.0570481,Apartment,Furnished,2.0,1.0,2691
51.5009092,-0.0225207,Studio,Ask agent,,1.0,2400
51.5013678,-0.06837929999999999,Flat,Furnished,2.0,2.0,3349
51.5014583,0.0858436,Apartment,Unfurnished,2.0,2.0,1550
51.5127862,-0.0019352,Flat,Furnished,1.0,1.0,1895
51.4573403,-0.0351598,Flat,Furnished,2.0,1.0,1600
51.4598584,0.0145141,Terraced,"Furnished or unfurnished, landlord is flexible",3.0,2.0,2800
51.4922985,-0.0358094,Apartment,Furnished,2.0,2.0,2200
51.4905945,-0.0221656,Semi-Detached,Furnished,5.0,4.0,4983
51.4991936,-0.2618921,House,Furnished,3.0,1.0,2300
51.4899486,-0.0744054,Terraced,Furnished,3.0,1.0,2750
51.4866829,-0.0116674,Terraced,Furnished,5.0,4.0,4983
51.5134623,-0.0024592,Flat,Furnished,2.0,2.0,2150
51.5084624,-0.0660548,Apartment,Furnished,1.0,1.0,2545
51.4755286,0.0589507,House,Unfurnished,1.0,1.0,1600
51.4874198,-0.0751197,Flat,Furnished,2.0,1.0,2095
51.5139645,-0.0451443,Maisonette,Unfurnished,3.0,1.0,2950
51.4931737,0.1266758,Town House,Ask agent,3.0,2.0,2400
51.5142351,0.0240134,Terraced,Part furnished,2.0,1.0,2150
51.472037,0.0643738,Semi-Detached,Unfurnished,3.0,1.0,2350
51.5106154,-0.0555872,Flat,Unfurnished,2.0,1.0,1842
51.4978698,-0.0753182,Flat,Part furnished,3.0,2.0,3150
51.4800668,-0.0144124,Flat,Unfurnished,2.0,1.0,1850
51.4916257,-0.0212495,Flat,Part furnished,1.0,1.0,1842
51.512507,0.0100533,Flat,Furnished,1.0,,2400
51.5081513,0.01567,Studio,Unfurnished,,1.0,1750
51.4293553,0.030842,Semi-Detached,Unfurnished,3.0,1.0,2300
51.4018403,0.056412,House,Unfurnished,3.0,1.0,2500
51.4721627,-0.0312186,Flat,Unfurnished,2.0,1.0,2000
51.4707231,0.0535315,Apartment,Furnished,1.0,,1500
51.4932364,0.0189967,Apartment,Unfurnished,2.0,1.0,2500
51.4769196,-0.0336691,End of Terrace,Ask agent,2.0,1.0,2195
51.4752451,-0.0389448,Studio,Part furnished,,1.0,1400
51.48359019999999,-0.0473942,Studio,Ask agent,,1.0,1200
51.5012625,-0.0172654,Apartment,Furnished,,1.0,2400
51.4284028,-0.0281464,House,Unfurnished,2.0,1.0,1595
51.5013377,-0.0221207,Studio,Furnished,,1.0,2496
51.5072059,-0.0277558,Apartment,Furnished,1.0,1.0,2903
51.4960436,-0.08041859999999999,Flat,Furnished,2.0,2.0,2968
51.50169529999999,0.0315614,Apartment,Furnished,2.0,2.0,2383
51.5198151,-0.0166051,Apartment,Unfurnished,1.0,1.0,1600
51.5000734,0.0281606,Flat,Part furnished,2.0,2.0,2300
51.4614588,-0.0092803,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1395
51.496039,-0.0587762,Flat,Furnished,3.0,1.0,2200
51.5082543,-0.0091798,Flat,Furnished,1.0,1.0,1675
51.5000458,-0.0134053,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,2550
51.4528674,0.0841092,Apartment,Ask agent,3.0,1.0,1850
51.4711919,-0.0527448,Flat,Unfurnished,1.0,1.0,1550
51.4809189,-0.0194613,Apartment,Ask agent,2.0,2.0,2400
51.4396047,-0.0548878,,Furnished,1.0,1.0,1200
51.556727,0.0007188,Apartment,Furnished,1.0,1.0,1505
51.5130282,-0.0745443,Apartment,Ask agent,2.0,2.0,6000
51.531837,0.0385667,Flat,Unfurnished,3.0,2.0,2999
51.5096437,-0.0267661,Apartment,Furnished,2.0,1.0,3250
51.5316723,-0.0130557,Apartment,Furnished,1.0,1.0,2000
51.4663454,0.0028635,Flat,Furnished,2.0,1.0,1850
51.4921264,0.0714781,House,Furnished,2.0,3.0,2850
51.5328227,0.07473869999999999,Apartment,Furnished,,1.0,1700
51.5114575,0.0057297,Flat,Furnished,2.0,2.0,2817
51.5080878,0.0004126,Flat,Unfurnished,2.0,2.0,2249
51.4472602,-0.0240499,Flat,Unfurnished,2.0,2.0,1850
51.4711919,-0.0527448,Flat,Unfurnished,1.0,1.0,1550
51.5204864,0.2049515,Ground Flat,"Furnished or unfurnished, landlord is flexible",3.0,,2200
51.5204864,0.2049515,Apartment,Ask agent,2.0,,1750
51.5204864,0.2049515,Ground Flat,"Furnished or unfurnished, landlord is flexible",3.0,,2150
51.5204864,0.2049515,Ground Flat,Ask agent,3.0,,2100
51.4984927,-0.0259075,Flat,Furnished,1.0,1.0,1750
51.4992475,0.0271731,Flat,Furnished,1.0,1.0,1950
51.50025120000001,0.0262302,Flat Share,Furnished,1.0,2.0,1200
51.4685825,-0.033019,Apartment,Furnished,3.0,1.0,2200
51.4948898,-0.0162251,Apartment,Furnished,2.0,2.0,2450
51.4942109,0.0655162,Apartment,Furnished,1.0,1.0,2050
51.5120405,-0.0333056,Flat,Furnished,2.0,2.0,2149
51.458635,-0.0009485,House Share,"Furnished or unfurnished, landlord is flexible",1.0,2.0,775
51.507161,-0.029005,Flat,Furnished,2.0,2.0,3000
51.5015357,-0.0687773,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,4225
51.4250802,0.1017477,Flat,Unfurnished,2.0,1.0,1750
51.4422027,-0.041839,Flat,Ask agent,2.0,2.0,2000
51.469275,-0.0704632,House,Unfurnished,2.0,1.0,2500
51.4734655,-0.0572168,Apartment,Part furnished,1.0,1.0,1450
51.50853919999999,0.0147551,Apartment,Furnished,2.0,2.0,2500
51.4990069,0.0252284,Apartment,Furnished,2.0,2.0,2650
51.5027509,-0.0253103,Apartment,Furnished,2.0,2.0,3683
51.5047307,0.0262908,Apartment,Ask agent,2.0,1.0,2100
51.4640868,-0.0767354,Apartment,Unfurnished,1.0,1.0,2100
51.5068131,-0.0435567,Studio,Ask agent,,1.0,1650
51.4619052,0.0983671,House,Unfurnished,4.0,2.0,2600
51.5184005,-0.05666599999999999,Apartment,Furnished,2.0,2.0,3198
51.4160684,-0.0292206,Flat,Unfurnished,2.0,1.0,1650
51.5081523,-0.0116389,Flat,Unfurnished,2.0,2.0,2578
51.5538387,-0.0037169,Flat,"Furnished or unfurnished, landlord is flexible",2.0,1.0,1700
51.5324998,0.040176,Flat,Furnished,2.0,2.0,2250
51.5025179,0.0403209,Terraced,Furnished,2.0,1.0,1900
51.5054564,-0.07535649999999999,Duplex,Unfurnished,2.0,2.0,3500
51.4977202,-0.0206313,Flat,Ask agent,1.0,1.0,2000
51.4795542,0.0381777,Semi-Detached,Unfurnished,3.0,3.0,3200
51.5577676,0.0052856,Apartment,Unfurnished,1.0,,1500
51.4688642,0.1516171,Bungalow,Ask agent,4.0,1.0,1999
51.5395952,0.0857593,House Share,"Furnished or unfurnished, landlord is flexible",1.0,1.0,800
51.5022775,-0.0151162,Apartment,Furnished,,1.0,2383
51.508677,-9.5e-06,Flat,Furnished,1.0,1.0,1725
51.4717117,0.0973082,Semi-Detached,Ask agent,2.0,1.0,1650
51.4574845,0.1474701,Semi-Detached,Furnished,2.0,1.0,1800
51.4991152,-0.0486109,Apartment,Furnished,2.0,2.0,2600
51.5236835,0.0284065,House Share,Furnished,1.0,2.0,875
51.5027261,-0.025465,Flat,Furnished,1.0,1.0,3200
51.524453,-0.0434572,House,Part furnished,6.0,2.0,5500
51.4714669,0.0718573,Flat,Furnished,2.0,1.0,1795
51.5272693,-0.0655509,Maisonette,Furnished,3.0,1.0,3050
51.5131342,-0.001942,Flat,Furnished,1.0,1.0,1895
51.5587526,0.004537,Flat,Unfurnished,1.0,1.0,1600
51.5021205,-0.0246486,Flat,Furnished,1.0,1.0,2490
51.5455559,0.1235598,Semi-Detached,Unfurnished,3.0,,2100
51.476201,-0.0201162,Apartment,Furnished,1.0,1.0,1750
51.5127572,0.0108012,Apartment,Furnished,1.0,1.0,1733
51.4901243,0.0042576,Flat,Furnished,2.0,2.0,2600
51.5166061,0.0570799,House Share,Furnished,1.0,1.0,750
51.545286,-0.007611199999999999,Flat,Furnished,2.0,3.0,6800
51.5293391,-0.0375164,Duplex,Part furnished,3.0,2.0,2800
51.5009459,-0.0367337,Flat,Furnished,2.0,2.0,2600
51.4877354,0.1139684,Terraced,Unfurnished,3.0,1.0,1850
42.9549218,-73.8388956,Flat,Furnished,2.0,2.0,1850
51.51274429999999,-0.0335037,Apartment,Part furnished,3.0,1.0,2297
51.5539775,-0.0062242,,Ask agent,3.0,1.0,2450
51.5144591,-0.06963079999999999,Flat,Furnished,2.0,2.0,3500
51.5097502,-0.017595,Apartment,Furnished,1.0,1.0,2250
51.4993403,-0.0744799,Apartment,Ask agent,1.0,,1800
51.5012559,-0.0180925,Flat,Furnished,2.0,2.0,2999
51.521632,-0.0492755,Flat,Furnished,2.0,1.0,2100
51.4873559,-0.0352102,Apartment,Furnished,1.0,1.0,1800
51.4910469,0.0783816,Flat,Part furnished,1.0,1.0,2000
51.5099119,-0.0351701,Flat,Furnished,2.0,2.0,2197
51.4387593,-0.0473052,Flat,"Furnished or unfurnished, landlord is flexible",3.0,1.0,2000
51.48894600000001,0.0655381,Flat,Ask agent,2.0,1.0,1850
51.5402248,0.082513,Flat,Ask agent,2.0,,1800
51.5099568,-0.0005038999999999999,Flat,Furnished,1.0,,1850
51.4611396,0.0273104,Flat,Unfurnished,1.0,1.0,1700
51.4984146,-0.0496909,Apartment,"Furnished or unfurnished, landlord is flexible",1.0,1.0,2300
51.5011088,-0.0217919,,Furnished,1.0,1.0,3000
0.0,0.0,Flat,Furnished,4.0,1.0,3467
51.5228043,0.1226695,Flat,Unfurnished,2.0,2.0,1625
51.49747259999999,-0.0766468,Apartment,Furnished,1.0,1.0,1650
51.4681518,-0.013929,Flat,Furnished,1.0,1.0,1600
51.5456284,-0.0030113,Apartment,Furnished,3.0,2.0,2995
51.5456284,-0.0030113,Apartment,Furnished,3.0,2.0,3250
51.4918696,-0.0260831,Apartment,Furnished,1.0,1.0,2000
51.5322001,-0.0037825,Apartment,Part furnished,1.0,1.0,1550
51.5130505,-0.06893439999999999,Flat,Furnished,2.0,2.0,3700
51.5376248,-0.0034878,Flat,Furnished,2.0,2.0,2249
51.5016602,0.030453,Apartment,Unfurnished,1.0,1.0,1998
51.5128571,-0.0688656,Apartment,Furnished,2.0,,3850
51.4757113,-0.0359915,Maisonette,Furnished,3.0,1.0,2000
51.41066679999999,-0.0165419,Flat,Unfurnished,2.0,2.0,1900
51.4991134,0.029894,Apartment,Furnished,1.0,1.0,2050
51.545286,-0.007611199999999999,Flat,Furnished,1.0,1.0,3200
51.5376319,0.0764676,Apartment,Furnished,2.0,1.0,1875
51.5212693,-0.0092835,Apartment,Furnished,1.0,1.0,2200
51.4882716,-0.0744808,Flat,Furnished,2.0,1.0,1998
51.5437884,0.0183003,Ground Flat,Part furnished,3.0,1.0,3000
51.5119038,0.0064513,Apartment,Furnished,2.0,2.0,2708
51.5166621,-0.0232846,Apartment,Furnished,2.0,1.0,2250
51.53486119999999,-0.0064075,Apartment,Furnished,2.0,2.0,2000
51.53486119999999,-0.0064075,Apartment,Furnished,2.0,2.0,2325
51.4726557,0.140415,Semi-Detached,Part furnished,4.0,3.0,3350
51.4959275,-0.0266383,Flat,Furnished,1.0,1.0,2037
51.4978698,-0.0753182,Apartment,Furnished,1.0,1.0,2100
51.5093799,-0.0366082,Flat,Furnished,2.0,2.0,2999
51.4969486,-0.0149864,Apartment,Part furnished,1.0,1.0,1690
51.50594,-0.0102032,Flat,Furnished,2.0,2.0,2600
51.5012285,-0.0186129,Apartment,Furnished,2.0,2.0,2999
51.5125998,-0.0693205,Apartment,Furnished,3.0,2.0,5997
51.4008131,0.0230314,End of Terrace,Unfurnished,3.0,1.0,2250
0.0,0.0,Apartment,Furnished,1.0,1.0,2200
51.5191041,-0.0745387,Flat,Furnished,2.0,2.0,4350
51.5098379,-0.0156941,Flat,Furnished,1.0,1.0,1650
51.4494954,-0.0192719,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1500
51.5159932,-0.0632342,Flat,Furnished,2.0,2.0,2250
51.4891379,-0.0799375,Flat,Unfurnished,1.0,1.0,1750
51.4829121,-0.0475344,Flat,Furnished,1.0,1.0,1500
51.4975511,-0.049641,Apartment,Furnished,1.0,1.0,2000
51.545286,-0.007611199999999999,Flat,Furnished,1.0,1.0,2850
51.545286,-0.007611199999999999,Apartment,Furnished,1.0,1.0,2850
51.4023421,0.0019242,Flat,Part furnished,2.0,2.0,1950
51.4734166,-0.0572966,Apartment,Unfurnished,2.0,2.0,2250
51.4734166,-0.0572966,Apartment,Furnished,1.0,1.0,1850
51.4997968,-0.0775475,Flat,Furnished,2.0,2.0,3200
51.4583348,0.0300344,Apartment,Ask agent,1.0,,1600
51.4976818,-0.0206131,Flat,Furnished,1.0,1.0,2200
51.5010059,0.0368564,Apartment,Furnished,1.0,1.0,1650
51.4984672,-0.0418607,Apartment,Unfurnished,2.0,2.0,2500
51.53038,-0.0241303,Apartment,Ask agent,1.0,,1600
51.521632,-0.0492755,Flat,Furnished,3.0,3.0,3250
51.4334544,-0.0029671,House,Unfurnished,3.0,1.0,2300
51.4899385,0.1369604,Semi-Detached,Ask agent,,,1600
51.5247037,0.0555769,End of Terrace,Ask agent,3.0,2.0,2250
51.5262138,-0.0665712,Apartment,Part furnished,1.0,1.0,1700
51.5121972,0.0070437,Apartment,Ask agent,2.0,2.0,2500
51.5062907,-0.0044059,Apartment,Furnished,1.0,1.0,1975
51.5212693,-0.0092835,Apartment,Furnished,1.0,1.0,2197
51.5230432,-0.0228007,Apartment,Ask agent,4.0,1.0,3700
51.5012625,-0.0172654,Apartment,Furnished,1.0,1.0,2750
51.5077857,-0.0230645,Flat,Furnished,2.0,2.0,3649
51.4324426,-0.0552149,Semi-Detached,Unfurnished,3.0,1.0,2500
51.5214614,0.0491392,House,Ask agent,2.0,1.0,1850
51.431266,-0.0158045,Flat,"Furnished or unfurnished, landlord is flexible",1.0,1.0,1575
51.5307195,-0.0407786,Flat,Furnished,2.0,1.0,2100
51.5009554,-0.0446664,Terraced,Furnished,2.0,1.0,2600
51.4942109,0.0655162,Apartment,Furnished,2.0,2.0,3200
51.5146096,-0.0687516,Apartment,Furnished,1.0,1.0,2600
51.4898788,-0.0785531,Detached,Furnished,4.0,2.0,3497
51.4399939,-0.1890111,Parking,Unfurnished,,,50
51.5117353,-0.3234726,Garages,Ask agent,,,50
51.4703413,-0.09392729999999999,Garages,Ask agent,,,75
51.5261743,-0.0668979,Flat,"Furnished or unfurnished, landlord is flexible",,,75
19.2125569,72.8727438,,Ask agent,,,80
51.3627294,-0.0642075,,Ask agent,,,80
51.4071663,-0.2949747,Parking,"Furnished or unfurnished, landlord is flexible",,,85
51.557356,-0.1032715,Parking,Ask agent,,,90
51.5039525,-0.4195839,Parking,Ask agent,1.0,1.0,95
0.0,0.0,Parking,Ask agent,,,100
51.508313,0.0177316,Parking,Furnished,,,100
51.5474351,-0.0034422,Parking,Unfurnished,,,100
51.4325886,-0.1671886,Parking,Ask agent,,,100
51.557356,-0.1032715,Parking,Ask agent,,,100
51.54198539999999,0.0108302,Parking,Ask agent,,,105
0.0,0.0,Parking,Ask agent,,,115
51.5533341,-0.1096827,Parking,Ask agent,,,120
51.51313769999999,-0.0007739,Garages,"Furnished or unfurnished, landlord is flexible",,,125
51.6415984,-0.0781982,Garages,Unfurnished,,,125
51.5431006,-0.0229388,Parking,Unfurnished,,,125
51.5420329,-0.0847584,Parking,Ask agent,,,130
51.4984842,-0.0416599,Parking,Ask agent,,,130
51.502781,-0.087738,Parking,Ask agent,,,130
51.5605505,-0.0739228,Parking,Ask agent,,,130
51.5544574,-0.1933721,Flat,"Furnished or unfurnished, landlord is flexible",,1.0,1599
51.538064,-0.0896571,Parking,Ask agent,,,130
51.4999425,-0.0476262,Parking,Ask agent,,,130
51.51272179999999,0.0058584,Parking,Ask agent,,,130
51.4819904,-0.3032584,Parking,Unfurnished,,,130
51.4975511,-0.049641,Parking,Ask agent,,,140
51.4838576,-0.3021563,Parking,Ask agent,,,140
51.4105794,-0.2175977,Parking,Unfurnished,,,150
51.5234639,-0.071454,Parking,Unfurnished,,,150
51.4705104,-0.359842,Garages,Unfurnished,,,150
51.253775,-85.3232139,Parking,Ask agent,,,150
51.5040318,-0.0826473,Parking,Ask agent,,,150
51.52404319999999,-0.07036869999999999,Parking,Unfurnished,,,150
51.4462953,-0.1475254,Parking,Unfurnished,,,150
0.0,0.0,Parking,Unfurnished,,,150
51.5243355,-0.0668034,Parking,Ask agent,,,150
51.5786785,-0.1351796,Garages,Ask agent,,,150
51.4997091,-0.0922814,Parking,Ask agent,,,150
51.4895197,0.0087106,Parking,Unfurnished,,1.0,150
51.4988931,-0.04239739999999999,Parking,Ask agent,,,150
51.4994123,-0.019309,Parking,Ask agent,,,150
51.4640407,-0.17673,Parking,Unfurnished,,,150
51.4831197,-0.3115691,Parking,Unfurnished,,,150
51.3982694,-0.2983267,Garages,Unfurnished,,,150
51.55959679999999,-0.2804052,Apartment,"Furnished or unfurnished, landlord is flexible",2.0,2.0,2581
51.4990871,-0.0840145,Parking,Ask agent,,,150
51.3695743,-0.1917147,Garages,Unfurnished,,,150
51.4302415,-0.0968898,Garages,Ask agent,,,150
51.50183269999999,-0.09095099999999999,Parking,Unfurnished,,,152
51.5464686,-0.180751,Garages,Unfurnished,,,152
51.4070364,-0.3058987,Parking,Unfurnished,,,175
51.37917729999999,-0.09941599999999999,Parking,Unfurnished,,,175
51.500809,-0.1032281,Parking,Unfurnished,,,178
51.5430567,0.0006201,Parking,Unfurnished,,,180
51.4913135,-0.2797864,Garages,Unfurnished,,,182
51.5313891,-0.0983847,Parking,Ask agent,,,190
0.0,0.0,,Ask agent,,,190
51.5036498,-0.2797214,,Unfurnished,,,191
51.5216477,-0.1040904,Parking,Ask agent,,,195
51.5848693,-0.2199922,Garages,Ask agent,,,195
51.5129384,-0.0813745,Parking,Unfurnished,,,195
51.5419292,-0.192782,Garages,Unfurnished,,,195
49.130758,-123.1633904,Studio,Unfurnished,,,195
51.5396349,-0.1747559,Garages,"Furnished or unfurnished, landlord is flexible",,,195
51.4999849,-0.0176731,Parking,Furnished,,,199
0.0,0.0,Parking,Ask agent,,,199
51.4622517,-0.197749,Parking,Unfurnished,,,200
51.4560347,-0.195919,Parking,"Furnished or unfurnished, landlord is flexible",,,200
0.0,0.0,Apartment,Furnished,1.0,1.0,6829
51.4725034,-0.3290606,Garages,"Furnished or unfurnished, landlord is flexible",,,200
51.4239711,-0.1975645,Parking,Unfurnished,,,200
51.4946588,-0.2262763,Parking,Ask agent,,,200
51.4831554,-0.1462303,Parking,Ask agent,,,200
51.5289039,-0.09510339999999999,Parking,Ask agent,,,200
51.527738,-0.0808535,Parking,Ask agent,,,200
51.5104634,-0.0706153,Parking,Ask agent,,,216
51.5290451,-0.1102429,Parking,Ask agent,,,216
51.5290451,-0.1102429,Parking,Ask agent,,,217
51.5081398,-0.1474107,,Ask agent,,,217
51.5498325,-0.1917003,Garages,Unfurnished,,,217
51.5225848,-0.10867,,Ask agent,,,217
51.5155674,-0.1719985,Parking,Ask agent,,,220
51.5490183,-0.1971205,Garages,Unfurnished,,,238
51.5498325,-0.1917003,Garages,Unfurnished,,,247
51.5490183,-0.1971205,Garages,Unfurnished,,,247
51.4595012,-0.1384781,Parking,Unfurnished,,,250
51.5524225,-0.0956633,Flat,Ask agent,,,250
51.5292218,-0.0421334,Parking,Unfurnished,,,250
51.4654347,-0.1934463,Parking,Unfurnished,,,250
51.5803777,-0.3325224,Parking,Ask agent,,,250
51.4848668,-0.1212628,Parking,Unfurnished,,,260
51.5490183,-0.1971205,Garages,Unfurnished,,,260
51.4481047,-0.0602485,Garages,Ask agent,,,280
51.4941075,-0.1800461,Flat,Furnished,1.0,1.0,4736
51.5490183,-0.1971205,Garages,Unfurnished,,,282
51.5329139,-0.121591,Parking,Ask agent,,,282
51.4953643,-0.1790761,Parking,Unfurnished,,,300
51.5395664,-0.086188,Parking,Unfurnished,,,300
51.5441691,-0.1826922,Garages,"Furnished or unfurnished, landlord is flexible",,,300
51.4942588,-0.1322306,Parking,Ask agent,,,325
51.4953643,-0.1790761,Parking,Ask agent,,,325
51.5490183,-0.1971205,Garages,Unfurnished,,,347
51.5058287,-0.2157479,Garages,Unfurnished,,,347
51.5490183,-0.1971205,Garages,Unfurnished,,,347
51.4953643,-0.1790761,Parking,Ask agent,,,350
51.5758731,-0.3968316,Detached,Ask agent,,,395
51.5057373,-0.1468601,Parking,Ask agent,,,408
51.4964852,-0.173215,Garages,Unfurnished,,,412
51.4654347,-0.1934463,Parking,Ask agent,,,412
51.51951649999999,-0.1461377,Garages,Unfurnished,,,417
51.4939063,-0.149545,Parking,Unfurnished,,,433
51.4942588,-0.1322306,Parking,Unfurnished,,,433
51.54934979999999,-0.1813199,Garages,"Furnished or unfurnished, landlord is flexible",,,433
51.50015819999999,-0.1715129,Parking,Unfurnished,,,442
51.6104797,-0.1060042,House Share,Furnished,1.0,1.0,449
51.4953643,-0.1790761,Parking,Ask agent,,,450
51.5003469,-0.1714925,Garages,Ask agent,,,458
51.476111,-0.1826413,Parking,Unfurnished,,1.0,468
51.5037281,-0.1906663,Parking,Furnished,,1.0,477
51.5037281,-0.1906663,Garages,Unfurnished,,,498
51.4957523,-0.2034893,Garages,Unfurnished,,,498
51.5913045,-0.111324,House Share,Furnished,1.0,1.0,499
51.4724042,-0.3964447,Flat Share,Furnished,1.0,2.0,500
51.3962608,-0.2128527,Mobile Home,Unfurnished,1.0,1.0,500
51.4904631,0.0515291,Flat Share,Furnished,1.0,1.0,550
51.4214562,-0.2785584,House Share,Furnished,1.0,1.0,550
51.4117346,-0.0618556,Flat,Unfurnished,2.0,2.0,567
51.5827122,-0.3534,Flat Share,Furnished,1.0,,575
51.6153283,-0.1376016,House Share,Furnished,1.0,2.0,575
51.4926942,-0.1795059,Parking,Unfurnished,,,580
51.6214395,-0.0701984,House Share,Furnished,1.0,2.0,590
51.3959952,-0.0976089,House Share,Furnished,1.0,,595
51.5812814,-0.077512,House Share,Furnished,1.0,1.0,599
51.5326384,-0.4036027,Flat Share,Furnished,1.0,1.0,600
51.518538,-0.1405674,Apartment,Furnished,1.0,1.0,4290
51.5812678,-0.0711452,House Share,Furnished,1.0,1.0,600
51.5887223,-0.2117029,Semi-Detached,Furnished,5.0,1.0,600
51.491794,-0.0178675,House,Ask agent,1.0,,600
51.519033,-0.3253404,Garages,Ask agent,,1.0,600
0.0,0.0,Flat,Furnished,1.0,1.0,600
